source_file,date,description,amount,suggested_category,confidence,reason
eStmt_2025-12-05.pdf,2050-11-13,11/14 SQ *COFFEE PROJECT NEW YONew York NY 6918 4249,10.34,Uncategorized,0.431173712015152,Low similarity (best=0.431)
eStmt_2025-12-05.pdf,2050-11-13,11/15 TST*TIN BUILDING QSRS New York NY 8373 4249,15.25,Uncategorized,0.3877965807914734,Low similarity (best=0.388)
eStmt_2025-12-05.pdf,2050-11-15,11/15 IPIC* NEW YORK WWW.IPIC.COM FL 8828 4249,39.8,Uncategorized,0.3652713894844055,Low similarity (best=0.365)
eStmt_2025-12-05.pdf,2050-11-15,11/15 GRUBHUB*EATALYNYCDOWNT GRUBHUB.COM NY 2155 4249,54.03,Uncategorized,0.22912313044071198,Low similarity (best=0.229)
eStmt_2025-12-05.pdf,2050-11-15,11/17 IPIC* FULTON MARKET 121-27768272 NY 2635 4249,27.35,Uncategorized,0.22293904493057143,"Uncertain vote (share=0.223, best=0.528)"
eStmt_2025-12-05.pdf,2050-11-15,11/17 SQ *STOUT MARKETS INC New York NY 5093 4249,39.2,Uncategorized,0.34875984795422876,"Uncertain vote (share=0.349, best=0.539)"
eStmt_2025-12-05.pdf,2050-11-16,11/17 KRISPY KREME #1937 NEW YORK NY 1159 4249,6.18,Uncategorized,0.41004812717437744,Low similarity (best=0.410)
eStmt_2025-12-05.pdf,2050-11-16,11/17 THE LONG ROOM NEW YORK NY 0750 4249,48.97,Uncategorized,0.44651189218111514,"Uncertain vote (share=0.447, best=0.496)"
eStmt_2025-12-05.pdf,2050-11-16,11/17 THE ELGIN NEW YORK NY 7400 4249,195.89,Uncategorized,0.334950992300834,"Uncertain vote (share=0.335, best=0.504)"
eStmt_2025-12-05.pdf,2050-11-16,11/17 TST*LOS TACOS NO. 1 - GR New York NY 4522 4249,23.62,Uncategorized,0.32715126872062683,Low similarity (best=0.327)
eStmt_2025-12-05.pdf,2050-11-16,11/17 TRADERMATH.ORG BREDA 4734 4249,44.95,Uncategorized,0.3486782908439636,Low similarity (best=0.349)
eStmt_2025-12-05.pdf,2050-11-17,11/19 PY *MEZEH NEW YORK NY 8637 4249,18.4,Uncategorized,0.4023825526237488,Low similarity (best=0.402)
eStmt_2025-12-05.pdf,2050-11-18,11/19 CHIPOTLE 1341 NEW YORK NY 8074 4249,24.71,Uncategorized,0.4187591075897217,Low similarity (best=0.419)
eStmt_2025-12-05.pdf,2050-11-21,11/24 HARVEST MOON FARM MARKET NORTH SALEM NY 6302 4249,43.2,Uncategorized,0.47430741786956787,Low similarity (best=0.474)
eStmt_2025-12-05.pdf,2050-11-21,11/24 HARVEST MOON FARM MARKET NORTH SALEM NY 6328 4249,11.92,Uncategorized,0.47430741786956787,Low similarity (best=0.474)
eStmt_2025-12-05.pdf,2050-11-22,11/24 KILLINGTON DELI & MA KILLINGTON VT 9109 4249,34.95,Uncategorized,0.26063039898872375,Low similarity (best=0.261)
eStmt_2025-12-05.pdf,2050-11-22,11/24 VT-DLC/KILLINGTON DELI & KILLINGTON VT 7983 4249,31.94,Uncategorized,0.23131702840328217,Low similarity (best=0.231)
eStmt_2025-12-05.pdf,2050-11-22,11/24 THE SUNUP BAKERY KILLINGTON VT 0526 4249,48.54,Uncategorized,0.36579981446266174,Low similarity (best=0.366)
eStmt_2025-12-05.pdf,2050-11-22,11/24 THE FOUNDRY AT SUMMIT PO KILLINGTON VT 9419 4249,225.85,Uncategorized,0.3455577492713928,Low similarity (best=0.346)
eStmt_2025-12-05.pdf,2050-11-23,11/24 SQ *SUGAR&SPICE Mendon VT 2557 4249,86.57,Uncategorized,0.2905125916004181,Low similarity (best=0.291)
eStmt_2025-12-05.pdf,2050-11-27,11/28 SP GYMSHARK INC US.CHECKOUT.GCO 1586 4249,83.0,Uncategorized,0.38348329067230225,Low similarity (best=0.383)
eStmt_2025-12-05.pdf,2050-11-27,11/28 SQ *LE CAFE COFFEE New York NY 9999 4249,8.17,Uncategorized,0.4790797233581543,Low similarity (best=0.479)
eStmt_2025-12-05.pdf,2050-11-28,11/29 PARAMOUNT+ 888-274-5343 CA 4900 4249,12.99,Uncategorized,0.3460208773612976,Low similarity (best=0.346)
eStmt_2025-12-05.pdf,2050-11-28,11/29 GANSEVOORT MARKET NEW YORK NY 9201 4249,21.73,Uncategorized,0.25533306176570086,"Uncertain vote (share=0.255, best=0.685)"
eStmt_2025-12-05.pdf,2050-11-29,12/01 TST*NORMA GASTRONOMIA SI New York NY 6727 4249,70.88,Uncategorized,0.30388152599334717,Low similarity (best=0.304)
eStmt_2025-12-05.pdf,2050-11-30,12/02 TST*DIM SUM PALACE - FIN New York NY 9245 4249,134.63,Uncategorized,0.33036528472407684,"Uncertain vote (share=0.330, best=0.491)"
eStmt_2025-12-05.pdf,2050-12-03,12/04 ESPN 800-7271800 NY 8082 4249,12.99,Uncategorized,0.2767221927642822,Low similarity (best=0.277)
eStmt_2025-12-05.pdf,2050-12-05,12/05 INTEREST CHARGED ON PURCHASES,0.0,Uncategorized,0.3571811080783868,"Uncertain vote (share=0.357, best=0.588)"
eStmt_2025-12-05.pdf,2050-12-05,12/05 INTEREST CHARGED ON BALANCE TRANSFERS,0.0,Uncategorized,0.4720639983242227,"Uncertain vote (share=0.472, best=0.631)"
eStmt_2025-12-05.pdf,2050-12-05,12/05 INTEREST CHARGED ON DIR DEP&CHK CASHADV,0.0,Uncategorized,0.47597214579582214,Low similarity (best=0.476)
eStmt_2025-12-05.pdf,2050-12-05,12/05 INTEREST CHARGED ON BANK CASH ADVANCES,0.0,Uncategorized,0.4662497633573425,"Uncertain vote (share=0.466, best=0.612)"
